air_temperature,athlete_age,athlete_country_name,athlete_first,athlete_full_name,athlete_id,athlete_last,athlete_noc,athlete_yob,bike,championship_year,dataset,distance_category,event_city,event_country,event_date,event_finish_date,event_id,event_slug,event_title,gender,note,position,program_date,program_id,program_name,program_time,result_id,run,source_api_url,source_url,start_num,swim,t1,t2,total_time,water_temperature,weather,wetsuit
29,38,Bermuda,Flora,Flora Duffy,7776,Duffy,BER,1987,01:02:23,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,1,2016-09-17,281502,Elite Women,16:30:00,551293,00:35:44,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,1,00:18:28,00:00:58,00:00:29,01:57:59,29,,False
29,40,United States,Gwen,Gwen Jorgensen,40887,Jorgensen,USA,1986,01:03:22,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,2,2016-09-17,281502,Elite Women,16:30:00,551294,00:35:53,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,2,00:18:38,00:00:58,00:00:27,01:59:16,29,,False
29,35,Australia,Charlotte,Charlotte McShane,10077,McShane,AUS,1990,01:02:50,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,3,2016-09-17,281502,Elite Women,16:30:00,551295,00:36:01,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,12,00:19:12,00:00:57,00:00:28,01:59:25,29,,False
29,42,Great Britain,Helen,Helen Jenkins,5573,Jenkins,GBR,1984,01:02:54,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,4,2016-09-17,281502,Elite Women,16:30:00,551296,00:36:04,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,6,00:19:04,00:01:02,00:00:27,01:59:28,29,,False
29,42,Japan,Ai,Ai Ueda,5576,Ueda,JPN,1983,01:03:32,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,5,2016-09-17,281502,Elite Women,16:30:00,551297,00:34:50,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,5,00:19:55,00:00:58,00:00:27,01:59:39,29,,False
29,42,Czech Republic,Vendula,Vendula Frintova,5467,Frintova,CZE,1983,01:03:31,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,6,2016-09-17,281502,Elite Women,16:30:00,551298,00:34:56,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,15,00:19:53,00:01:01,00:00:26,01:59:44,29,,False
29,44,United States,Sarah,Sarah True,6246,True,USA,1981,01:03:23,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,7,2016-09-17,281502,Elite Women,16:30:00,551299,00:36:32,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,11,00:18:37,00:01:00,00:00:27,01:59:58,29,,False
29,37,Great Britain,Non,Non Stanford,31438,Stanford,GBR,1989,01:02:48,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,8,2016-09-17,281502,Elite Women,16:30:00,551300,00:36:48,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,14,00:19:12,00:00:57,00:00:32,02:00:16,29,,False
29,35,Russia,Mariya,Mariya Shorets,14196,Shorets,RUS,1990,01:03:51,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,9,2016-09-17,281502,Elite Women,16:30:00,551301,00:35:29,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,35,00:19:33,00:01:00,00:00:29,02:00:21,29,,False
29,35,Australia,Ashleigh,Ashleigh Gentle,15744,Gentle,AUS,1991,01:03:37,2016,wtcs_final,,Cozumel,Mexico,2016-09-11,2016-09-18,97645,2016-itu-world-triathlon-grand-final-cozumel,2016 ITU World Triathlon Grand Final Cozumel,female,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,10,2016-09-17,281502,Elite Women,16:30:00,551302,00:35:45,https://events.triathlon.org/api/results/97645/281502,https://events.triathlon.org/2016-itu-world-triathlon-grand-final-cozumel/results?program=281502,9,00:19:46,00:01:00,00:00:29,02:00:34,29,,False
